Phase,Run No.,TangoTek Rating,VintageBeef Rating,xBCrafted Rating,Xisuma Rating,Zedaph Rating,JoeHills Rating,Pearl Rating,Keralis Rating,Rendog Rating,iJevin Rating,BdoubleO100 Rating,Cubfan135 Rating,Docm77 Rating,Stress Rating,Ethoslab Rating,GeminiTay Rating,Grian Rating,Hypnotizd Rating,impulseSV Rating,iskall85 Rating,Scar Rating,ZombieCleo Rating,FalseSymmetry Rating,MumboJumbo Rating
1,80,,,,891.8655462,1000.369748,,,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1029.087697,980.9316958,1025.747899,1009.961646,942.9915966,1006.621849,,
1,81,,,,891.8655462,1000.369748,1000,,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1029.087697,980.9316958,1025.747899,990.8355958,942.9915966,1006.621849,,
1,82,,,,891.8655462,1000.369748,1000,,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1041.961646,980.9316958,1025.747899,990.8355958,942.9915966,1006.621849,,
1,83,,,,891.8655462,1000.369748,1000,,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1041.961646,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,84,,,,891.8655462,1000.369748,1000,1000,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,85,,,,891.8655462,1000.369748,980.8739496,1000,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,86,,,,891.8655462,1000.369748,961.7478992,1000,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,87,,,,891.8655462,1000.369748,974.6218487,1000,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,88,,,,891.8655462,1000.369748,974.6218487,980.8739496,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,1006.621849,,
1,89,,,,891.8655462,1000.369748,974.6218487,980.8739496,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,987.4957983,,
1,90,,,,891.8655462,1000.369748,974.6218487,961.7478992,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,987.4957983,,
1,91,,,,891.8655462,1000.369748,974.6218487,942.6218487,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,987.4957983,,
1,92,,,,891.8655462,1000.369748,974.6218487,942.6218487,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,93,,,,891.8655462,1000.369748,974.6218487,955.4957983,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1038.679595,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,94,,,,891.8655462,1000.369748,974.6218487,955.4957983,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,95,,,,891.8655462,1000.369748,974.6218487,968.3697479,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,96,,,,891.8655462,1000.369748,974.6218487,965.0876966,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,97,,,,891.8655462,1000.369748,974.6218487,961.8056453,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,98,,,,891.8655462,1000.369748,974.6218487,974.6795949,,,1009.649644,955.4957983,1009.961646,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,99,,,,891.8655462,1000.369748,974.6218487,974.6795949,,,1009.649644,955.4957983,990.8355958,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,100,,,,891.8655462,1000.369748,974.6218487,974.6795949,,,1009.649644,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1051.553544,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,101,,,,891.8655462,1000.369748,974.6218487,974.6795949,,,1009.649644,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1032.427494,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,102,,,,891.8655462,1000.369748,974.6218487,974.6795949,,,1009.649644,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,103,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1009.649644,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,104,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,968.3697479,,
1,105,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1022.465848,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,949.2436975,,
1,106,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1019.183797,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,949.2436975,,
1,107,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1019.183797,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,108,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1032.057746,965.0876966,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,109,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1032.057746,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,110,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,987.5535445,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,111,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,984.2714932,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,112,,,,891.8655462,1000.369748,987.4957983,974.6795949,,,1022.523594,955.4957983,997.1454428,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,113,,,,891.8655462,1000.369748,968.3697479,974.6795949,,,1022.523594,955.4957983,997.1454428,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,114,,,,891.8655462,1000.369748,968.3697479,974.6795949,,1000,1022.523594,955.4957983,978.0193924,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,115,,,,891.8655462,1000.369748,965.0876966,974.6795949,,1000,1022.523594,955.4957983,978.0193924,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,116,,,,891.8655462,1000.369748,965.0876966,974.6795949,,1000,1022.523594,955.4957983,974.7373411,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,117,,,,891.8655462,1000.369748,965.0876966,974.6795949,,1000,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,118,,,,891.8655462,1000.369748,965.0876966,974.6795949,,980.8739496,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,119,,,,891.8655462,1000.369748,965.0876966,974.6795949,,961.7478992,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,120,,,,891.8655462,1000.369748,965.0876966,974.6795949,,942.6218487,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,121,,,,891.8655462,1000.369748,965.0876966,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,122,,,,891.8655462,1000.369748,961.8056453,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,977.9616462,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,123,,,,891.8655462,1000.369748,961.8056453,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,124,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,1025.747899,1003.709545,942.9915966,962.1176471,,
1,125,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,1006.621849,1003.709545,942.9915966,962.1176471,,
1,126,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,1003.339797,1003.709545,942.9915966,962.1176471,,
1,127,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,984.213747,1003.709545,942.9915966,962.1176471,,
1,128,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,965.0876966,1003.709545,942.9915966,962.1176471,,
1,129,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,965.0876966,1003.709545,942.9915966,962.1176471,,
1,130,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,965.0876966,1003.709545,942.9915966,962.1176471,,
1,131,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,977.9616462,1003.709545,942.9915966,962.1176471,,
1,132,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,955.4957983,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,990.8355958,1003.709545,942.9915966,962.1176471,,
1,133,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,936.3697479,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,990.8355958,1003.709545,942.9915966,962.1176471,,
1,134,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,936.3697479,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,1003.709545,1003.709545,942.9915966,962.1176471,,
1,135,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,936.3697479,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,997.3095454,1003.709545,942.9915966,962.1176471,,
1,136,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,917.2436975,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,997.3095454,1003.709545,942.9915966,962.1176471,,
1,137,,,,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,917.2436975,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,997.3095454,1003.709545,942.9915966,958.8355958,,
1,138,,,1000,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,917.2436975,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,980.9316958,997.3095454,1003.709545,942.9915966,939.7095454,,
1,139,,,1000,891.8655462,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,917.2436975,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,993.8056453,997.3095454,1003.709545,942.9915966,939.7095454,,
1,140,,,1000,904.7394958,1000.369748,974.6795949,974.6795949,,955.4957983,1022.523594,917.2436975,987.6112907,936.3697479,1000,1044.931696,990.8355958,1045.301444,993.8056453,997.3095454,1003.709545,942.9915966,939.7095454,,
