Ethoslab,GeminiTay,Grian,Cubfan135,Zedaph,Hypnotizd,TangoTek,FalseSymmetry,MumboJumbo,xBCrafted,Keralis,Docm77,JoeHills,VintageBeef,Xisuma,iskall85,impulseSV,Stress,Scar,BdoubleO100,iJevin,Pearl,ZombieCleo,Rendog
1302.330672,1206.992299,1081.87248,1045.280886,1028.892889,1028.6995,1014.353998,1012.775564,1004.540251,1002.95395,989.4241234,974.5508213,969.6394578,968.3697479,954.329615,948.5238052,943.8451098,942.6218487,919.5073111,915.2204993,860.2954103,855.966548,829.5260204,778.8539471
